Nom;SIRET;SIREN;Adresse;Code Postal;Ville;Téléphone;Code NAF;Catégorie;Zone Recherche;Secteur S&Y
MERCEDES-BENZ FRANCE (A MERCEDES-BENZ GROUP AG COMPAGNY);62204428700788;622044287;7 AV NIEPCE 78180 MONTIGNY LE BRETONNEUX;78180;MONTIGNY LE BRETONNEUX;+33 5 57 88 23 30;45.11Z;concession;Bordeaux;BTP / Mécanique
CITADINE LOCATION;51465770900044;514657709;260 ALLEE DES 2 POTEAUX 33127 SAINT-JEAN-D'ILLAC;33127;SAINT-JEAN-D'ILLAC;+33 8 25 33 33 32;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOMOTIVE INTERNATIONAL RETAILER (AIR);48011808200084;480118082;7 AVENUE DE L'EUROPE 44620 LA MONTAGNE;44620;LA MONTAGNE;+33 6 98 18 24 60;45.11Z;concession;Bordeaux;BTP / Mécanique
INTER V.O FRANCE;41038195800041;410381958;34 RUE JACQUES PREVERT 33700 MERIGNAC;33700;MERIGNAC;+33 5 57 19 85 85;45.11Z;concession;Bordeaux;BTP / Mécanique
DEKRA AUTOMOTIVE SOLUTIONS FRANCE (DEKRA AUTOMOTIVE SOLUTIONS - AUTOCONTACT - CARSAT - OPLUS - EXLINEA SERVICES - EURO SERVICES - ARTSA);41155163300091;411551633;IMMEUBLE LA BOURSIDIERE PORTE H LA BOURSIDIERE 92350 LE PLESSIS ROBINSON;92350;LE PLESSIS ROBINSON;+33 1 69 04 00 65;45.11Z;concession;Bordeaux;BTP / Mécanique
CARGROUP (CARGROUP - AD OCCASION);88133393400027;881333934;214 RUE DES CHARTINIERES 01120 DAGNEUX;01120;DAGNEUX;+33 5 56 32 24 00;45.11Z;concession;Bordeaux;BTP / Mécanique
IMPACT NOW;84420169900049;844201699;96 RUE DE LOURMEL 75015 PARIS;75015;PARIS;+33 1 73 07 48 37;45.11Z;concession;Bordeaux;BTP / Mécanique
LEADERFORCE;50302813600011;503028136;46 ALLEE DE TOURNY 33000 BORDEAUX;33000;BORDEAUX;+33 7 88 81 10 11;45.11Z;concession;Bordeaux;BTP / Mécanique
LES 4 S;49296292300040;492962923;32 T RUE DU BOUT DU PARC 33440 AMBARES-ET-LAGRAVE;33440;AMBARES-ET-LAGRAVE;+33 4 30 16 65 22;45.11Z;concession;Bordeaux;BTP / Mécanique
E S A;40248596500030;402485965;54 AVENUE DE L'OCEAN 33950 LEGE-CAP-FERRET;33950;LEGE-CAP-FERRET;+33 2 40 80 54 80;45.11Z;concession;Bordeaux;BTP / Mécanique
TEA BORDEAUX (SRT);30777282200176;307772822;AVENUE DES INDUSTRIES 33440 AMBARES-ET-LAGRAVE;33440;AMBARES-ET-LAGRAVE;+33 5 56 16 76 10;45.11Z;concession;Bordeaux;BTP / Mécanique
BRUNO SIGALAS (JAGALFA);44362784900039;443627849;116 AVENUE JEAN JAURES 33520 BRUGES;33520;BRUGES;+33 9 80 86 91 84;45.11Z;concession;Bordeaux;BTP / Mécanique
IES (AUTO-IES);44912079900019;449120799;ZAC DES ANCISES RUE DES ANCIZES 03300 CREUZIER-LE-NEUF;03300;CREUZIER-LE-NEUF;+33 3 81 80 16 14;45.11Z;concession;Bordeaux;BTP / Mécanique
ALBERT SERRANO;80869608200011;808696082;APPT 22 7 RUE ANTOINE WATTEAU 33150 CENON;33150;CENON;+33 4 70 96 77 49;45.11Z;concession;Bordeaux;BTP / Mécanique
CARS SERVICES;89941484100028;899414841;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 24 25 27;45.11Z;concession;Bordeaux;BTP / Mécanique
ETS PIERRE BOUTEVILLE;32609297000028;326092970;RUE SUFFREN 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 50 58 32;45.20B;carrossier;Bordeaux;BTP / Mécanique
AXEL DUBOS;79349811400016;793498114;13 RUE DE VINCENNES 33000 BORDEAUX;33000;BORDEAUX;+33 9 60 39 70 63;45.20B;carrossier;Bordeaux;BTP / Mécanique
FATIH CAMLICA (AUTO COIFF);80011162700025;800111627;APPT 14 RESIDENCE LA BENAUGE 17 RUE RAYMOND POINCARE 33100 BORDEAUX;33100;BORDEAUX;+33 6 58 67 43 15;45.20B;carrossier;Bordeaux;BTP / Mécanique
ROKSANA CHUDZINSKA (CHUDZINSKA SAFETY GLASS);93043859300012;930438593;28 RUE LECOCQ 33000 BORDEAUX;33000;BORDEAUX;+33 4 65 31 02 85;45.20B;carrossier;Bordeaux;BTP / Mécanique
G P AUTO;51364042500015;513640425;77 CITE REINETTE 33000 BORDEAUX;33000;BORDEAUX;+33 6 65 78 10 53;45.20B;carrossier;Bordeaux;BTP / Mécanique
BORDEAUX MOTOS ACCESSOIRES;44850187400011;448501874;9 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 10 26 26;45.40Z;moto;Bordeaux;BTP / Mécanique
PREFERENCE 64;81279583900065;812795839;59 RUE JACQUES PREVERT 33700 MERIGNAC;33700;MERIGNAC;+33 5 56 11 30 30;45.40Z;moto;Bordeaux;BTP / Mécanique
DECIBELS;34277200100075;342772001;21 COURS DE QUEBEC 33300 BORDEAUX;33300;BORDEAUX;+33 1 84 16 18 00;45.40Z;moto;Bordeaux;BTP / Mécanique
SA MOTO KITS;30477455700165;304774557;3 BOULEVARD DE CUREPIPE 33260 LA TESTE-DE-BUCH;33260;LA TESTE-DE-BUCH;+33 4 95 23 40 08;45.40Z;moto;Bordeaux;BTP / Mécanique
ANIMA MOTORCYCLES;90018333600016;900183336;67 COURS VICTOR HUGO 33000 BORDEAUX;33000;BORDEAUX;+33 6 66 09 01 47;45.40Z;moto;Bordeaux;BTP / Mécanique
CARDY BORDEAUX;47895394600025;478953946;24 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 10 26 26;45.40Z;moto;Bordeaux;BTP / Mécanique
LOUIT MOTO;40388801900029;403888019;3 RUE GUTENBERG 33700 MERIGNAC;33700;MERIGNAC;+33 5 57 29 19 00;45.40Z;moto;Bordeaux;BTP / Mécanique
PREFERENCE 33 (AXOCASSION - STAND 33);80245546900022;802455469;59 RUE JACQUES PREVERT 33700 MERIGNAC;33700;MERIGNAC;+33 5 56 11 30 30;45.40Z;moto;Bordeaux;BTP / Mécanique
E-SCOOT;83331551800039;833315518;153 RUE BOUTHIER 33100 BORDEAUX;33100;BORDEAUX;+33 5 56 50 50 40;45.40Z;moto;Bordeaux;BTP / Mécanique
MOTOSCOOT 33;35145674400025;351456744;ZI ALFRED DANEY 9 B RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 04 10 00;45.40Z;moto;Bordeaux;BTP / Mécanique
MOTO CADRE;44165436500028;441654365;PARC D'ACTIVITES ALIENOR RUE SUFFREN 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 69 09 12;45.40Z;moto;Bordeaux;BTP / Mécanique
MOHAMED BACHIR (UNIVERS SCOOTER);49923828500021;499238285;RES DE SOLESSE BAT C APPT 210 RUE DE LATTRE DE TASSIGNY 33290 BLANQUEFORT;33290;BLANQUEFORT;+33 1 48 99 97 53;45.40Z;moto;Bordeaux;BTP / Mécanique
AXXES CAR;80504952500019;805049525;188 COURS DUPRE DE SAINT MAUR 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 10 26 26;45.40Z;moto;Bordeaux;BTP / Mécanique
STEEL BIKE CONCEPT (STEEL BIKE CONCEPT) (SBC);81092889500012;810928895;30 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 9 81 48 18 16;45.40Z;moto;Bordeaux;BTP / Mécanique
BORDEAUX LAC SPORTS (BL SPORTS);81998474100010;819984741;12 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 10 60 35;45.40Z;moto;Bordeaux;BTP / Mécanique
MATHIS GARCIA (MGM);93195490300015;931954903;BAT RES MOZART A ESC A ETG 4 2 RUE JEAN ARTUS 33300 BORDEAUX;33300;BORDEAUX;+33 3 25 02 40 87;45.40Z;moto;Bordeaux;BTP / Mécanique
BAINES MOTOS;48451598600046;484515986;PARC D'ACTIVITES ALIENOR 9 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 93 03 04;45.40Z;moto;Bordeaux;BTP / Mécanique
FABIEN CIRIA;47907094800019;479070948;104 BOULEVARD DU PRESIDENT WILSON 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 26 86 02;45.40Z;moto;Bordeaux;BTP / Mécanique
CYCLES & PASSION;79333116600017;793331166;4 COURS ARISTIDE BRIAND 33000 BORDEAUX;33000;BORDEAUX;+33 4 68 58 14 14;45.40Z;moto;Bordeaux;BTP / Mécanique
DOMINIQUE BRUGERE;33437122600047;334371226;ZI ALFRED DANEY 14 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 4 73 22 24 56;45.40Z;moto;Bordeaux;BTP / Mécanique
NEW BIKE (LOUBERE MOTOS);32274732000032;322747320;4 ALLEE JAMES WATT 33700 MERIGNAC;33700;MERIGNAC;+33 5 56 91 55 60;45.40Z;moto;Bordeaux;BTP / Mécanique
SARL AQUITAINE MOTO CASSE;43950468900027;439504689;PARC D'ACTIVITE ALIENOR RUE SUFFREN 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 69 87 91;45.40Z;moto;Bordeaux;BTP / Mécanique
IRON MOTORS (BASTARDS CHOPPERS);81221609100031;812216091;4 RUE PASCAL 33370 TRESSES;33370;TRESSES;+33 6 67 55 44 11;45.40Z;moto;Bordeaux;BTP / Mécanique
RETROPEDALAGE;82842065300010;828420653;62 RUE MALLERET 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 81 25 18;45.40Z;moto;Bordeaux;BTP / Mécanique
SEBBA;91985680700038;919856807;235 AVENUE DU PARC DES EXPOSITIONS 33260 LA TESTE-DE-BUCH;33260;LA TESTE-DE-BUCH;+33 9 77 04 68 49;45.40Z;moto;Bordeaux;BTP / Mécanique
GUILLAUME BOUTINET (STREETSCOOT);93307375100028;933073751;17 RUE PENICAUD 33300 BORDEAUX;33300;BORDEAUX;+33 7 75 83 05 71;45.40Z;moto;Bordeaux;BTP / Mécanique
NATHANAEL MARIE;88451371400011;884513714;RDC GAUCHE 34 B AVENUE DE MIRANDE 33200 BORDEAUX;33200;BORDEAUX;+33 9 54 40 34 40;45.40Z;moto;Bordeaux;BTP / Mécanique
L'ATELIER DU DEUX ROUES;93997537100013;939975371;14 RUE SAINTE MARGUERITE 33800 BORDEAUX;33800;BORDEAUX;+33 7 83 62 52 97;45.40Z;moto;Bordeaux;BTP / Mécanique
PHP (DETAIL MOTO);40437327600066;404373276;RN7 MOTTEUX 45290 PRESSIGNY-LES-PINS;45290;PRESSIGNY-LES-PINS;+33 6 03 53 32 91;45.40Z;moto;Bordeaux;BTP / Mécanique
PROJECT MOTOR;49862098800028;498620988;24 RUE RAVEZ 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 90 08 00;45.40Z;moto;Bordeaux;BTP / Mécanique
GOSPEED FRANCE;49252418600037;492524186;15 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 24 93 50;45.40Z;moto;Bordeaux;BTP / Mécanique
LA BOITE A SCOOTER;53797752200011;537977522;111 BOULEVARD GEORGE V 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 85 81 46;45.40Z;moto;Bordeaux;BTP / Mécanique
KROL-DAVID MOTORCYCLES;98326733700019;983267337;AP2 1ETG 29 RUE FRANCIS MARTIN 33000 BORDEAUX;33000;BORDEAUX;+33 6 11 35 60 22;45.40Z;moto;Bordeaux;BTP / Mécanique
SARL RSANGELAUTO (RS ANGELAUTO);90014883400022;900148834;6 RUE DE DEYME 33100 BORDEAUX;33100;BORDEAUX;+33 6 03 35 02 27;45.11Z;concession;Bordeaux;BTP / Mécanique
CARS EXPRESS (CARS EXPRESS);98763270000017;987632700;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 3 88 43 89 54;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOBUSINESSPRO GROUP;53238075500027;532380755;RUE MARIE ET RAYMOND MOLIA 40100 DAX;40100;DAX;+33 5 59 31 13 26;45.11Z;concession;Bordeaux;BTP / Mécanique
PASCAL FENOLL;48160643200039;481606432;17 CHEMIN DE LA PAYE 33450 SAINT-LOUBES;33450;SAINT-LOUBES;+33 5 56 68 23 73;45.11Z;concession;Bordeaux;BTP / Mécanique
JEAN DELPRAT;47999324800018;479993248;46 PASSAGE HERMITTE 33000 BORDEAUX;33000;BORDEAUX;+33 4 93 86 24 83;45.11Z;concession;Bordeaux;BTP / Mécanique
MONDAUTO;41876573100017;418765731;58 BOULEVARD GODARD 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 19 03 00;45.11Z;concession;Bordeaux;BTP / Mécanique
CHABOT SPORT AQUITAINE;33998425400039;339984254;18 AVENUE ANTOINE BECQUEREL 33600 PESSAC;33600;PESSAC;+33 5 57 26 21 21;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO LUXURY FRANCE (AUTO LUXURY FRANCE);10128065900018;101280659;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 49 41 83;45.11Z;concession;Bordeaux;BTP / Mécanique
BENOIT PERRUCHON-BOUGES (MADIANA AUTO);34231157800047;342311578;60 PORT DE MEYRAN 33470 GUJAN-MESTRAS;33470;GUJAN-MESTRAS;+33 5 56 54 83 74;45.11Z;concession;Bordeaux;BTP / Mécanique
BC RACING;53359860300058;533598603;195 BOULEVARD DU PRESIDENT WILSON 33000 BORDEAUX;33000;BORDEAUX;+33 6 74 04 03 45;45.11Z;concession;Bordeaux;BTP / Mécanique
EMOTIONAL CARS;53380644400030;533806444;40 IMPASSE DU FORGERON 33127 SAINT-JEAN-D'ILLAC;33127;SAINT-JEAN-D'ILLAC;+33 5 40 05 86 69;45.11Z;concession;Bordeaux;BTP / Mécanique
TONY PISA (GARAGE CTJ AUTO);41126857600039;411268576;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 9 53 57 08 79;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE AUTO PREMIUM (GARAGE AUTO PREMIUM);80238721700010;802387217;LES BUREAUX DU LAC II - IMMEUBLE P RUE ROBERT CAUMONT 33300 BORDEAUX;33300;BORDEAUX;+33 4 63 07 20 00;45.11Z;concession;Bordeaux;BTP / Mécanique
JET-SET AUTOS (JET-SET AUTOS);53018243500012;530182435;130 RUE ACHARD 33300 BORDEAUX;33300;BORDEAUX;+33 7 71 28 92 81;45.11Z;concession;Bordeaux;BTP / Mécanique
VO AND CO;53100927200026;531009272;213 RUE DU JARDIN PUBLIC 33000 BORDEAUX;33000;BORDEAUX;+33 5 24 07 75 40;45.11Z;concession;Bordeaux;BTP / Mécanique
ANTOINE GIMENEZ;53118812600019;531188126;70 RUE DES PELOURDES 33300 BORDEAUX;33300;BORDEAUX;+33 9 63 66 93 50;45.11Z;concession;Bordeaux;BTP / Mécanique
DJAOUAD ZAHYA (MNR AUTO);79861476400032;798614764;LES JARDINS DU TISCOT 80 RUE DU TISCOT 33290 BLANQUEFORT;33290;BLANQUEFORT;+33 9 52 27 21 17;45.11Z;concession;Bordeaux;BTP / Mécanique
REMY SOIRAT;79075016000026;790750160;34-43 34 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 55 58 11 57;45.11Z;concession;Bordeaux;BTP / Mécanique
AHMED KHALED (SPEEDY AUTOS);79088537000011;790885370;APPARTEMENT N 903 122 BOULEVARD GODARD 33300 BORDEAUX;33300;BORDEAUX;+33 9 62 18 94 42;45.11Z;concession;Bordeaux;BTP / Mécanique
CHRISEMMA AUTOMOBILES (VIA-AUTOMOBILE);78855724700012;788557247;5 COURS ARISTIDE BRIAND 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 19 09 29;45.11Z;concession;Bordeaux;BTP / Mécanique
PRALEX AUTOMOBILES (PRALEX AUTOMOBILES);83966989200011;839669892;335 RUE GEORGES BONNAC 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 19 09 29;45.11Z;concession;Bordeaux;BTP / Mécanique
SOUFIANE BRIOUEG;82209773900038;822097739;BATIMENT AA APT AA102 1 RUE DES LISIERES 33530 BASSENS;33530;BASSENS;+33 5 01 27 31 92;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMED BOUMEDINE (BOUMEDINE MOHAMED AUTO SUD OUEST);82262980400011;822629804;RES LA BENAUGE APPT 39 25 RUE RAYMOND POINCARE 33100 BORDEAUX;33100;BORDEAUX;+33 4 75 96 88 89;45.11Z;concession;Bordeaux;BTP / Mécanique
JESSY CHERMAIN (CJMA);82313089300063;823130893;25 B RUE HENRI DUNANT 33230 COUTRAS;33230;COUTRAS;+33 9 82 61 83 34;45.11Z;concession;Bordeaux;BTP / Mécanique
BIO AUTO (SELECT RECRUTEMENT);83252240300027;832522403;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 7 52 56 44 35;45.11Z;concession;Bordeaux;BTP / Mécanique
PIERRICK GASTINEAU (DGZ AUTO);88935101100024;889351011;RESIDENCE PULLY 20 RUE DU DOCTEUR SCHWEITZER 33300 BORDEAUX;33300;BORDEAUX;+33 9 51 29 08 66;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE ZURICH (GARAGE ZURICH);88450915900023;884509159;3 RUE PIERRE LATECOERE 33300 BORDEAUX;33300;BORDEAUX;+33 1 24 20 89 95;45.11Z;concession;Bordeaux;BTP / Mécanique
T.P.L (T.P.L);88496899100015;884968991;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 3 23 20 63 88;45.11Z;concession;Bordeaux;BTP / Mécanique
MICHAEL BOLTON (EUREKA AUTOSPORTS);30890088500044;308900885;CENTRE D'AFFAIRES ET SERVICES PARTAGES ZI DE JALDAY 64500 SAINT-JEAN-DE-LUZ;64500;SAINT-JEAN-DE-LUZ;+33 5 90 95 13 88;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOPAU;37872405800045;378724058;75-77 75 AVENUE DU GENERAL LECLERC 33000 BORDEAUX;33000;BORDEAUX;+33 5 54 54 58 44;45.11Z;concession;Bordeaux;BTP / Mécanique
CONTINENTAL INVESTISSEMENT AUTOMOBILES (CONTINENTAL AUTOMOBILE RL AUTO);35304628700036;353046287;GLADY 47300 VILLENEUVE SUR LOT;47300;VILLENEUVE SUR LOT;+33 5 53 40 34 70;45.11Z;concession;Bordeaux;BTP / Mécanique
DANIEL DIAZ;34504839100055;345048391;34 ROUTE DE SABLOT 33450 SAINT-SULPICE-ET-CAMEYRAC;33450;SAINT-SULPICE-ET-CAMEYRAC;+33 9 62 20 40 26;45.11Z;concession;Bordeaux;BTP / Mécanique
LUDOVIC JAMBU (RENOV CAR);34744209700056;347442097;2022 ROUTE DE VACQUIERS 31340 LA MAGDELAINE-SUR-TARN;31340;LA MAGDELAINE-SUR-TARN;+33 9 51 21 03 08;45.11Z;concession;Bordeaux;BTP / Mécanique
ROBERT GOUZIL;35198445500011;351984455;307 COURS DE LA SOMME 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 94 10 47;45.11Z;concession;Bordeaux;BTP / Mécanique
SARL CALANDRE (CALANDRE);39367980800047;393679808;AVENUE VULCAIN 33260 LA TESTE-DE-BUCH;33260;LA TESTE-DE-BUCH;+33 4 72 25 73 50;45.11Z;concession;Bordeaux;BTP / Mécanique
GRADIGNAN SUD AUTOMOBILES;39416014700028;394160147;287 COURS DU GENERAL DE GAULLE 33170 GRADIGNAN;33170;GRADIGNAN;+33 5 56 89 25 04;45.11Z;concession;Bordeaux;BTP / Mécanique
LUC LEDOUX;44205864000016;442058640;61 COURS D'ALBRET 33000 BORDEAUX;33000;BORDEAUX;+33 3 27 84 14 27;45.11Z;concession;Bordeaux;BTP / Mécanique
DURANDET PATRICE;44276721600025;442767216;14 COURS DE L'INTENDANCE 33000 BORDEAUX;33000;BORDEAUX;+33 6 81 46 07 83;45.11Z;concession;Bordeaux;BTP / Mécanique
CHRISTOPHE MAURICE;43313487100055;433134871;8 RUE AMBROISE 33800 BORDEAUX;33800;BORDEAUX;+33 6 92 87 87 15;45.11Z;concession;Bordeaux;BTP / Mécanique
SILVA ROAD;44092376100033;440923761;37 RUE JACQUES PREVERT 33700 MERIGNAC;33700;MERIGNAC;+33 5 57 19 03 00;45.11Z;concession;Bordeaux;BTP / Mécanique
FLORENTINO GABAS (KEV AUTO);50361653400023;503616534;51 RUE HORTENSE 33100 BORDEAUX;33100;BORDEAUX;+33 5 56 40 01 22;45.11Z;concession;Bordeaux;BTP / Mécanique
C.I.T;50371073300026;503710733;39 RUE DES FAUVETTES 33560 SAINTE-EULALIE;33560;SAINTE-EULALIE;+33 5 96 50 04 41;45.11Z;concession;Bordeaux;BTP / Mécanique
ABDERRAHMANE AMARA (HBH AUTO);50526322800023;505263228;APP 1207 14 RUE DES FRERES PORTMANN 33300 BORDEAUX;33300;BORDEAUX;+33 6 14 22 09 06;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE DE LA GARE;49167617700018;491676177;37 RUE CHARLES DOMERCQ 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 92 56 05;45.11Z;concession;Bordeaux;BTP / Mécanique
KARIM NOUAL (AUTO 33);49208934700073;492089347;APPT 601 2 ALLEE CLOS DE MONTESQUIEU 33700 MERIGNAC;33700;MERIGNAC;+33 9 51 00 51 57;45.11Z;concession;Bordeaux;BTP / Mécanique
CAFE AUTO;82502211400011;825022114;IMMEUBLE INNOLAC 10 RUE DU PROF. GEORGES JEANNENEY 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 49 51 73;45.11Z;concession;Bordeaux;BTP / Mécanique
WEB AUTO 37;82833323700018;828333237;IMMEUBLE P RUE ROBERT CAUMONT 33300 BORDEAUX;33300;BORDEAUX;+33 6 73 33 01 78;45.11Z;concession;Bordeaux;BTP / Mécanique
NEGOCE AUTO SAHA;53847673000022;538476730;463 AVENUE DU GENERAL DE GAULLE 33450 IZON;33450;IZON;+33 6 08 89 87 79;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMMED BENMOUSSA;51342461400024;513424614;APT 12 15 RUE FEAUGAS 33100 BORDEAUX;33100;BORDEAUX;+33 3 87 54 31 22;45.11Z;concession;Bordeaux;BTP / Mécanique
NICOLAS QUINTANE (LUXURY CLEAN);51368317700028;513683177;8 PLACE FAUBOURGUET 33210 PREIGNAC;33210;PREIGNAC;+33 9 55 35 86 66;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMED RAMDANE;53820363900025;538203639;5 RUE DE VINCENNES 33000 BORDEAUX;33000;BORDEAUX;+33 9 51 58 44 06;45.11Z;concession;Bordeaux;BTP / Mécanique
PIERRE BIDEAU;80826433700029;808264337;RES CARRIET 1 AVENUE CAMILLE JULLIAN 33310 LORMONT;33310;LORMONT;+33 9 75 21 11 24;45.11Z;concession;Bordeaux;BTP / Mécanique
CAR DESIGN;81217355700016;812173557;146 RUE DE BEGLES 33800 BORDEAUX;33800;BORDEAUX;+33 5 49 43 40 28;45.11Z;concession;Bordeaux;BTP / Mécanique
JH MOTORS;83425891500034;834258915;3 RUE DU GOLF 33700 MERIGNAC;33700;MERIGNAC;+33 6 52 27 98 19;45.11Z;concession;Bordeaux;BTP / Mécanique
RAYMOND ROMERO;81346497100023;813464971;43 CITE BISTUER 43 RUE FERDINAND BISTUER 33270 FLOIRAC;33270;FLOIRAC;+33 5 61 60 28 21;45.11Z;concession;Bordeaux;BTP / Mécanique
ROUCH AUTO;82329444200020;823294442;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 7 71 72 74 37;45.11Z;concession;Bordeaux;BTP / Mécanique
ELWING TECH;81975798000027;819757980;DARWIN BASTIDE 87 QUAI DES QUEYRIES 33100 BORDEAUX;33100;BORDEAUX;+33 2 31 07 81 60;45.11Z;concession;Bordeaux;BTP / Mécanique
LOME COLLECTION;89964737400037;899647374;416 RUE DAUPHINE 33127 SAINT-JEAN-D'ILLAC;33127;SAINT-JEAN-D'ILLAC;+33 6 10 42 11 53;45.11Z;concession;Bordeaux;BTP / Mécanique
BENJAMIN DEGRAVE (FRENCH STEEL);84887943300037;848879433;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 9 53 49 26 12;45.11Z;concession;Bordeaux;BTP / Mécanique
T.D.A;84527474500015;845274745;16 RUE MARGAUX 33000 BORDEAUX;33000;BORDEAUX;+33 6 84 47 40 23;45.11Z;concession;Bordeaux;BTP / Mécanique
MAHDI DHAHBAOUI;92050646600019;920506466;APT 51 23 RUE EDOUARD BRANLY 33100 BORDEAUX;33100;BORDEAUX;+33 6 17 55 39 71;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMED BENNIS (BENNIS) (SYS'AUTO);94919776800011;949197768;APPT 614 48 RUE GABRIEL FRIZEAU 33300 BORDEAUX;33300;BORDEAUX;+33 9 56 70 85 53;45.11Z;concession;Bordeaux;BTP / Mécanique
ANTONIO HERNANDEZ (AH AUTO);94966863600010;949668636;BAT A  PORTE 17 21 RUE BLANQUI 33300 BORDEAUX;33300;BORDEAUX;+33 5 59 24 58 43;45.11Z;concession;Bordeaux;BTP / Mécanique
PAGET PAGET (PAGET) (CARS AUTOS);94256545800018;942565458;63 RUE DE LA BENAUGE 33100 BORDEAUX;33100;BORDEAUX;+33 5 24 60 30 07;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO KLASSE;93181126900014;931811269;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 7 56 10 87 27;45.11Z;concession;Bordeaux;BTP / Mécanique
ATLAS AUTO 33 (ATLAS AUTO 33);94860877300016;948608773;145 RUE DE RIVIERE 33000 BORDEAUX;33000;BORDEAUX;+33 6 05 88 98 25;45.11Z;concession;Bordeaux;BTP / Mécanique
NOFUTOK;91450351100034;914503511;9 RUE DIAMANT 33185 LE HAILLAN;33185;LE HAILLAN;+33 5 56 05 66 83;45.11Z;concession;Bordeaux;BTP / Mécanique
CARLOC (MNZ);91782165400014;917821654;23 RUE EDOUARD BRANLY 33100 BORDEAUX;33100;BORDEAUX;+33 4 93 65 87 87;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMED BEKHTAOUI (TUNING AUTO 33);93876667200027;938766672;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 9 51 58 44 06;45.11Z;concession;Bordeaux;BTP / Mécanique
ARTUR KHANAMIRYAN;95275137800011;952751378;RESIDENCE VALPARAISO 11 CITE TIREPOIS 33300 BORDEAUX;33300;BORDEAUX;+33 9 52 47 29 11;45.11Z;concession;Bordeaux;BTP / Mécanique
BORDEAUX AUTO GESTION;97785183100015;977851831;12 RUE POYENNE 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 36 98 19;45.11Z;concession;Bordeaux;BTP / Mécanique
YASSINE RAFII;97960678700013;979606787;BAT C 25 RUE POURMANN 33300 BORDEAUX;33300;BORDEAUX;+33 9 53 97 88 28;45.11Z;concession;Bordeaux;BTP / Mécanique
LIONCELLEAUTO;98120008200015;981200082;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 6 05 88 98 25;45.11Z;concession;Bordeaux;BTP / Mécanique
V-LOC BORDEAUX;98138229400024;981382294;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 14 90 09;45.11Z;concession;Bordeaux;BTP / Mécanique
