raison_sociale;telephone;adresse;code_postal;ville;siret;siren;type_etablissement;code_naf;site_web;email;source
ETIENNE DIALAKANA;;13 RUE JEAN RENOIR 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;80769489800014;807694898;garage_auto;45.32Z;;;API_dept91
EURL CENTRAL CARS.FR;;10 ALL DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;51000542400021;510005424;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
EUROFRET SERVICES;02 99 26 93 94;22 PLACE JULES VALLES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99221350400010;992213504;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
EUROPEENNE D'ACHAT DE VEHICULES ET MATERIELS (DESTINEA);;48 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;51164536800016;511645368;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
EXXA AUTO PLUS;06 50 38 43 94;14 PL DES TERRASSES DE L AGORA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;81985813500018;819858135;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Evry Pieces Auto;01 60 77 81 04;10 rue Paul Claudel 91000 Evry;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;PagesJaunes
F D R AUTO;;14 PL DES TERRASSES DE L AGORA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;81757693700012;817576937;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
FABIEN LUMBAMBA;;51 SQ BORIS VIAN 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;81120762000014;811207620;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FABRICE MANGLOU (JIM SERVICES);;12 RUE DU BONHOMME EN PIERRE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;94868240600012;948682406;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FAGAUTO (FAGAUTO);;330 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88989331900018;889893319;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FAIZAL RANDERA (RANDERA G.M.S);;41 RUE DU BOIS SAUVAGE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;51974681200022;519746812;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
FARID BENSMATI (SK VENTE-AUTO);;2 ALL DES MANOUVRIERS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88785030300017;887850303;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FARID IJJA (NEGOCICAR);;18 RUE LAURENT BASSAT 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;79784407300016;797844073;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FG EVRY;01 60 79 08 68;50 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90826511900010;908265119;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
FIDDIKEI SERVICES;02 37 38 35 81;10 ALL DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88291860000017;882918600;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
FM AUTO;04 67 19 23 95;18 AV DE MOUSSEAU 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;48771359600020;487713596;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FREDERIC MARIE-JULIEN ([ND]);;[ND] [ND] [ND] [ND] [ND] [ND] [ND] [ND];00000;ÉVRY-COURCOURONNES;98259259400013;982592594;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FSAUTOS;03 44 71 55 86;45 BOULEVARD DECAUVILLE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99044421800012;990444218;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
GABO GADOU (G. J AUTO);09 85 04 54 05;2 SQ DE LA VALSE A MILLE TEMPS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;82041224500012;820412245;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
GARAGE BASTIE;05 63 35 54 92;6 RUE MARYSE BASTIE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;92063009200012;920630092;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
GARAGE DU CANAL SAS (GARAGE DU CANAL SAS);03 88 81 01 33;6 RUE MARYSE BASTIE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;43408507200024;434085072;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
GERARD AUTO SERVICES (G.A.S.);02 32 62 41 11;1 RUE DU BEL AIR 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;49327167000017;493271670;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
GFA AUTO;06 56 74 96 54;18 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;52516249100019;525162491;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ
GHISLAIN BRICE BATANTOU MOUANDA (CONCEPT DESIGN);;4 SQ CHARLES BAUDELAIRE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90010417500014;900104175;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
GRAND GARAGE FERAY SAE;01 60 86 46 95;BD DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;35255772200027;352557722;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
H. COD;;14 PL DES TERRASSES DE L AGORA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;80540721000014;805407210;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HADJ BAHRIA;;7 PL DE LA GARE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90397977100016;903979771;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HARUN KEDDAD (CMK);;305 QUAI AUX FLEURS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;10048986300017;100489863;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HC AUTO;04 90 91 43 19;6 RUE DU BOIS SAUVAGE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;93040516200015;930405162;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HDAF;;307 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;41204262400038;412042624;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
HDAS AUTO DEPOLLUTION;;307 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50527281500042;505272815;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
HERITIER BIKOUTA (BERECA SERVICE);09 56 77 66 18;6 SQ FERNAND WIDAL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90063504600015;900635046;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HEURTEL SA;02 96 71 18 97;114 ALL DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;30020279300034;300202793;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HIBA TRANSPORT;09 81 11 31 70;10 BD LOUISE MICHEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;89450840700018;894508407;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HK DRIVE;03 59 27 32 81;41 RUE DU BOIS SAUVAGE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;98381006000019;983810060;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HM CARS & CARROSSERIE;02 36 47 55 28;45 BOULEVARD DECAUVILLE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;92769398600022;927693986;carrossier_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept91|PJ_aggressive
HORUS MULTI SERVICES;;7 SQ GUTENBERG 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;89081259700015;890812597;garage_auto;45.32Z;;;API_dept91
HOUSSEM LOUFINI (MINAR);;33 ALL DU MARQUIS DE RAIES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;83488936200010;834889362;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HUSEYIN OKTAY (OKTAY HUSEYIN);;41 RUE DU BOIS SAUVAGE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90792023500013;907920235;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
HYPROMAT LAVAGE (HYPROMAT LAVAGE);09 69 80 57 38;5 AV DU GENERAL DE GAULLE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;35236723900121;352367239;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
IB AUTOS;06 75 93 28 22;10 ALL DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;89337287000012;893372870;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IBRAHIM LEZHARI (ABCAR);09 54 77 86 43;8 RUE DE LA CLAIRIERE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99540477900010;995404779;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IBRAHIM SABRANE (AS AUTO);;47 RUE DU MARQUIS DE RAIES 91080 EVRY-COURCOURONNES;91080;ÉVRY-COURCOURONNES;93094052300010;930940523;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IDF CAR'S;01 78 64 40 46;10 BD DES COQUIBUS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;89051891300029;890518913;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
IDF DEPANNAGES;;307 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;42176722900030;421767229;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
ILYES MEZARI (AV REMORQUAGE);;18 PL DES AUNETTES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;84383875600016;843838756;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IMMAT MINUTE;01 60 77 37 79;14 PLACE DES TERRASSES DE L'AGORA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;98085395600038;980853956;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IMMATRICULATION MINUTE;01 60 77 37 79;11 boulevard Europe 91000 Evry;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;PagesJaunes
IMMOJET;01 43 45 64 64;RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;39002253100912;390022531;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
INDIGO;01 69 87 70 70;44 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;30322789600022;303227896;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
INDUSTRY AUTO (INDUSTRY AUTO);02 43 64 15 15;8 RUE DU PLESSIS BRIARD 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;84949580900014;849495809;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
INDUSTRY AUTO LOCATION;;8 RUE DU PLESSIS BRIARD 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90371216400016;903712164;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
INTERGATE AUTOMOBILES;;7 RUE MONTESPAN 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;80428253100016;804282531;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ISSAM BELLEBBARDI ([ND]);;[ND] [ND] [ND] [ND] [ND] [ND] [ND] [ND];00000;ÉVRY-COURCOURONNES;99463956500013;994639565;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ITIS AUTO;06 75 93 28 22;15 allée Butte Rouge 91000 Evry;91000;ÉVRY-COURCOURONNES;;;carrossier_auto;;;;PagesJaunes
J.F.K AUTO GROUP;;10 ALL DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;98197287000019;981972870;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
JAMES HARUNDU (MECHANICS SERVICE OF JAMES);;APPT 10 41 IMP DE LA CHALOUETTE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;80876153000019;808761530;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
JEAN-LOUIS THEVENEL;;34 RUE ALPHONSE DAUDET 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;53273160100011;532731601;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
JEREMY GAYA (EVRY BUDY);;6 RUE DE LA CERISAIE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99529754600013;995297546;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
JEROME PIERRON (CAR AUTOS);01 48 52 49 13;5 AV DU PARC AUX BICHES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50881026400038;508810264;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
JOSEPH KOTCHEFF;04 95 25 48 08;LE SAINT CLAIR 10 RUE JOHANNES GUTENBERG 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;78520086600065;785200866;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
JUGURTA KACER (VENTE ACHAT AUTOMOBILE & INGENIERIE SYSTEMES AUTOMATISES);;110 PL DES MIROIRS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;83755027600013;837550276;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
JUST CAR FRANCE;;20 RUE DE LA BOISSEE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90465459700015;904654597;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
K-MAX AUTO-MOTO;;12 RUE DU BON PUITS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;84412183000013;844121830;garage_moto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
KAMEL BELDJENA;;23 RUE DE L ESSONNE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;52533670700027;525336707;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
KANOUN AUTO;03 88 71 73 05;ETG4 APPT 37 302 ALLEE PABLO NERUDA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;92862886600016;928628866;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
KARIM FELTANE;;4 RUE NETTIE STEVENS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88346701100010;883467011;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
KHADER ZERROUGUI;;42 BD DES COQUIBUS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;53465760600016;534657606;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
KHADIM GUEYE (INFOCAR LIMITED);09 61 53 55 64;39 T RUE DU BOIS SAUVAGE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88266299200024;882662992;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
KIAMBONGA BIKU (JBK PNEUS-MULTISERVICES);;27 ALL BOISSY D'ANGLAS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;44084174000010;440841740;concession_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
KNT QUALITY SERVICES;05 63 75 55 26;25 BD DECAUVILLE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;97902879200013;979028792;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
KTI;;24 RUE DU PONT LEVIS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99941570600012;999415706;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
L&M CARS;06 21 19 56 06;22 ALL JACQUES BREL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;83406916300014;834069163;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
L.P.P (L.P.P);05 63 63 88 31;6 RUE MARYSE BASTIE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;81057645400013;810576454;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
LANOVA AUTO;06 19 35 57 43;4 ALLEE JEAN HAMBURGER 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99288585500013;992885855;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LAVAGE AUTO 3000;06 08 24 02 90;RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;35125949400075;351259494;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
LAZIO-AUTO;06 49 01 65 15;307 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;49066017200019;490660172;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
LBD AUTOS OCCASION;;40 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;95190085100019;951900851;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LE BON PAIN;04 74 42 74 40;48 CRS BLAISE PASCAL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;91474294500027;914742945;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LFK AUTOS (LFK);;1 PL DE LA FAYETTE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50184541600012;501845416;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LINK AUTO 91;01 60 78 23 78;18 RUE LAURENT BASSAT 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90870786200011;908707862;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LION EXPRESS;02 35 02 00 37;14 PL DES TERRASSES DE L AGORA 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;89513990500031;895139905;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LITTLE SAYARA;;3 SQ JAURES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;97903990600016;979039906;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LOC ILLICO (LOC ILLICO);;45 BOULEVARD DECAUVILLE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;92917293000018;929172930;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LOCA VTC;;407 SQUARE JACQUES PREVERT 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;95168707800026;951687078;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
LOUIS JACQUES MAINDOMBE;;9 ALL DES BATELIERS 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;88368619800010;883686198;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
LTR PARIS;05 61 74 69 17;7 SQ PAUL LAFARGUE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;91395537300018;913955373;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
Lavage Auto 3000;06 08 24 02 90;rue Paul Claudel 91000 Evry;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;PagesJaunes
Linat Autos Evry;01 60 78 23 78;50 rue Paul Claudel 91000 Evry;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;PagesJaunes
Linat Autos EvryConnu sous : Carrosserie Gomes;01 60 78 23 78;50 rue Paul Claudel 91000 Evry;91000;ÉVRY-COURCOURONNES;;;carrossier_auto;;;;PagesJaunes
Lionel Auto;06 49 01 65 15;Courcouronnes 6 rue Paul Claudel 91000 Evry;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;PagesJaunes
Lubexpress;;Boulevard des Champs-Élysées;91000;ÉVRY-COURCOURONNES;;;garage_auto;;;;OpenStreetMap
MAHMOUD ABICHOU (M H AUTOS);;20 RUE DU BONHOMME EN PIERRE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;49954249600033;499542496;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MAK AUTOMOBILE;;46 RUE DU MARQUIS DE RAIES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;74982372000018;749823720;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MAN TRUCK & BUS FRANCE;;ZI COURCOURONNES CP 8005 12 AV DU BOIS DE L EPINE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;31891906500157;318919065;concession_auto;45.19Z;;;API_dept91
MAN TRUCK & BUS FRANCE;;ZONE INDUSTRIELLE 10 AV DU BOIS DE L EPINE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;31891906500165;318919065;concession_auto;45.19Z;;;API_dept91
MANU AUTO;06 19 35 57 43;1 SQ ZEPHIRIN CAMELINAT 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50524315400018;505243154;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MARIE-STEPHANIE AUMONT;;4 SQ ARTHUR RIMBAUD 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50259651300015;502596513;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MARIO MARQUES;06 98 50 13 08;10 B RUE MATHILDE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;38904218500022;389042185;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
MAROUANE RHRIOUD (FRIENDLY IMPORT);;29 RUE ALEXANDRE SOLJENITSYNE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;52281352600038;522813526;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MARYAM;04 91 80 51 18;2 SQUARE ARTHUR RIMBAUD 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99333770800016;993337708;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MAXIME FRANCILLON;09 50 39 10 36;3 SQ CHARLES RICHET 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;48418260500028;484182605;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MD SERVICES;02 37 38 35 81;410 SQ DU DRAGON 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;50295048800010;502950488;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MECANIQUE91;;41 RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;51906114700012;519061147;garage_auto;45.20B;;;API Recherche Entreprises (gouv.fr)|API+PJ
MELIACAR;09 80 75 75 51;307 SQ DES CHAMPS ELYSEES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;92181008100023;921810081;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
MICHAEL GIRARD (MG CARROSSERIE);03 81 69 31 06;92 RUE DE L ESSONNE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;84526604800014;845266048;carrossier_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
MICKAEL LEFEVRE (A.M.S 91);03 22 26 36 04;6 RUE DES FRERES LUMIERE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;75398076200011;753980762;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MIDAS FRANCE;01 60 77 86 16;LES PYRAMIDES RUE PAUL CLAUDEL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;99753681800948;997536818;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
MIGUEL DIAKIESE (D.K.S AUTO);;209 RUE PIERRE ET MARIE CURIE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;82360080400012;823600804;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MIN AUTO;07 78 10 66 51;5 AV DU PARC AUX BICHES 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90457926500011;904579265;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MISTER AUTOMOBILE;04 72 54 06 36;17 RUE DU BEL AIR 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;80454527500013;804545275;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MJ SERVICE 91;01 60 84 96 55;1 SQ LA BRUYERE 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;91364015700032;913640157;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MLD CORP.;;2 PL LAVOISIER 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;97989374000014;979893740;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MOBENAUTO;;11 SQ FERNAND WIDAL 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;90415408500016;904154085;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MOHAMADOU SISSOKO;09 61 29 69 90;404 SQ JACQUES PREVERT 91000 EVRY-COURCOURONNES;91000;ÉVRY-COURCOURONNES;49186665300018;491866653;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
